timestamp,ping_ms,download_mbps,upload_mbps,server_sponsor,server_name,server_country,server_host,error
2026-05-08 11:16:02,8.91,541.4,97.67,SECUREON,Petah Tikva,Israel,speedtest.cloudareus.com:8080,
